Filename,Relative Frequency of NOUN,Relative Freqency of VERB,Relative Freqency ADJ,Relative Freqency ADV,Unique PER,Unique LOC,Unique ORG
0100.a2.txt,0.4609164420485175,0.2857142857142857,0.1752021563342318,0.07816711590296496,0,0,2
0101.a2.txt,0.4804804804804805,0.2222222222222222,0.12912912912912913,0.16816816816816818,0,0,0
0102.a2.txt,0.42618384401114207,0.2646239554317549,0.15041782729805014,0.15877437325905291,0,1,1
0103.a2.txt,0.4225721784776903,0.2677165354330709,0.2230971128608924,0.08661417322834646,0,0,1
0104.a2.txt,0.5030120481927711,0.23795180722891565,0.17771084337349397,0.08132530120481928,0,0,1
0105.a2.txt,0.39204545454545453,0.28125,0.19602272727272727,0.13068181818181818,0,0,2
0106.a2.txt,0.41002949852507375,0.27728613569321536,0.17994100294985252,0.13274336283185842,0,1,1
0107.a2.txt,0.3787465940054496,0.31607629427792916,0.1771117166212534,0.12806539509536785,0,0,3
0109.a2.txt,0.4236111111111111,0.3159722222222222,0.16319444444444445,0.09722222222222222,0,0,2
0110.a2.txt,0.4821917808219178,0.27945205479452057,0.1232876712328767,0.11506849315068493,0,1,1
0111.a2.txt,0.4258064516129032,0.3096774193548387,0.11290322580645161,0.15161290322580645,0,0,0
0112.a2.txt,0.49081364829396323,0.2283464566929134,0.1732283464566929,0.10761154855643044,0,0,1
0113.a2.txt,0.4320388349514563,0.25728155339805825,0.17233009708737865,0.1383495145631068,0,0,0
0115.a2.txt,0.4543010752688172,0.26881720430107525,0.1424731182795699,0.13440860215053763,0,0,1
0118.a2.txt,0.3925233644859813,0.32087227414330216,0.19003115264797507,0.09657320872274143,0,0,1
0119.a2.txt,0.4281437125748503,0.31137724550898205,0.16167664670658682,0.09880239520958084,0,0,0
0120.a2.txt,0.4281524926686217,0.2756598240469208,0.17302052785923755,0.12316715542521994,0,3,0
0121.a2.txt,0.5131964809384164,0.1935483870967742,0.187683284457478,0.10557184750733138,0,3,1
0122.a2.txt,0.44932432432432434,0.26013513513513514,0.17567567567567569,0.11486486486486487,0,0,6
0125.a2.txt,0.3961661341853035,0.25559105431309903,0.25559105431309903,0.0926517571884984,0,0,1
0127.a2.txt,0.4236760124610592,0.24610591900311526,0.17757009345794392,0.1526479750778816,0,1,1
0128.a2.txt,0.4422535211267606,0.24225352112676057,0.18028169014084508,0.1352112676056338,0,0,4
0130.a2.txt,0.4562841530054645,0.2540983606557377,0.16120218579234974,0.1284153005464481,0,4,0
0131.a2.txt,0.4891891891891892,0.25675675675675674,0.12972972972972974,0.12432432432432433,0,0,1
0133.a2.txt,0.42201834862385323,0.23394495412844038,0.22247706422018348,0.12155963302752294,0,0,1
0134.a2.txt,0.41379310344827586,0.1925287356321839,0.22126436781609196,0.1724137931034483,0,0,0
0135.a2.txt,0.43169398907103823,0.24043715846994534,0.20765027322404372,0.12021857923497267,0,0,3
0136.a2.txt,0.45892351274787535,0.2719546742209632,0.19830028328611898,0.0708215297450425,0,0,0
0137.a2.txt,0.4115942028985507,0.2985507246376812,0.14492753623188406,0.14492753623188406,0,0,1
0138.a2.txt,0.4311377245508982,0.2934131736526946,0.17065868263473055,0.10479041916167664,0,0,1
0139.a2.txt,0.415625,0.278125,0.171875,0.134375,0,0,0
0140.a2.txt,0.4223300970873786,0.27427184466019416,0.1966019417475728,0.10679611650485436,0,0,0
0142.a2.txt,0.494824016563147,0.2463768115942029,0.17598343685300208,0.08281573498964803,0,0,0
0143.a2.txt,0.44282238442822386,0.25547445255474455,0.20681265206812652,0.0948905109489051,0,0,0
0146.a2.txt,0.3787878787878788,0.3409090909090909,0.16161616161616163,0.11868686868686869,0,0,0
0148.a2.txt,0.4839650145772595,0.27696793002915454,0.13119533527696792,0.10787172011661808,0,7,9
0149.a2.txt,0.4331450094161959,0.2711864406779661,0.14124293785310735,0.1544256120527307,0,0,5
0150.a2.txt,0.39490445859872614,0.3375796178343949,0.15605095541401273,0.11146496815286625,0,0,0
0155.a2.txt,0.39849624060150374,0.24812030075187969,0.22305764411027568,0.13032581453634084,0,0,1
0156.a2.txt,0.43902439024390244,0.26480836236933797,0.17073170731707318,0.1254355400696864,0,0,0
