Filename,Relative Frequency of NOUN,Relative Freqency of VERB,Relative Freqency ADJ,Relative Freqency ADV,Unique PER,Unique LOC,Unique ORG
0103.b3.txt,0.5717981888745148,0.17205692108667528,0.18111254851228978,0.07503234152652005,0,1,42
0105.b3.txt,0.40694789081885857,0.2531017369727047,0.22332506203473945,0.11662531017369727,0,0,17
0122.b3.txt,0.45685279187817257,0.26057529610829105,0.19627749576988154,0.08629441624365482,0,3,39
0130.b3.txt,0.4561664190193165,0.2199108469539376,0.20059435364041606,0.12332838038632987,0,5,15
0133.b3.txt,0.43617021276595747,0.256838905775076,0.18693009118541035,0.12006079027355623,0,7,22
0134.b3.txt,0.3788732394366197,0.22816901408450704,0.19577464788732393,0.19718309859154928,0,0,15
0139.b3.txt,0.4904831625183016,0.20937042459736457,0.20937042459736457,0.09077598828696926,0,1,9
0140.b3.txt,0.642,0.154,0.138,0.066,0,0,2
0165.b3.txt,0.5295315682281059,0.20061099796334012,0.1934826883910387,0.07637474541751528,0,0,39
0171.b3.txt,0.4584070796460177,0.22300884955752212,0.23008849557522124,0.08849557522123894,0,0,20
0200.b3.txt,0.46539792387543255,0.2041522491349481,0.21972318339100347,0.11072664359861592,0,0,5
0300.b3.txt,0.4508426966292135,0.23876404494382023,0.22752808988764045,0.08286516853932584,0,1,54
0303.b3.txt,0.42948717948717946,0.21794871794871795,0.23076923076923078,0.12179487179487179,0,0,2
0304.b3.txt,0.4738955823293173,0.23293172690763053,0.1706827309236948,0.12248995983935743,0,4,9
0307.b3.txt,0.4819672131147541,0.21967213114754097,0.22950819672131148,0.06885245901639345,0,6,25
0308.b3.txt,0.4186746987951807,0.21385542168674698,0.2003012048192771,0.16716867469879518,0,1,6
0310.b3.txt,0.45610278372591007,0.1873661670235546,0.20985010706638116,0.14668094218415417,0,8,15
0313.b3.txt,0.5186522262334536,0.1648616125150421,0.2322503008423586,0.0842358604091456,0,4,16
1023.b3.txt,0.3927855711422846,0.22645290581162325,0.24048096192384769,0.1402805611222445,0,0,18
1057.b3.txt,0.47876447876447875,0.2517374517374517,0.1722007722007722,0.0972972972972973,0,1,15
1066.b3.txt,0.42876165113182424,0.22237017310252996,0.24101198402130491,0.10785619174434088,0,0,16
1069.b3.txt,0.4537968892955169,0.21957913998170173,0.2031107044830741,0.12351326623970722,0,2,34
1082.b3.txt,0.5281173594132029,0.16951915240423798,0.22249388753056235,0.07986960065199673,0,2,17
1097.b3.txt,0.4110970996216898,0.21689785624211855,0.23455233291298866,0.13745271122320302,0,2,10
1100.b3.txt,0.48695652173913045,0.22391304347826088,0.19782608695652174,0.09130434782608696,0,2,4
1102.b3.txt,0.44881889763779526,0.1889763779527559,0.24606299212598426,0.11614173228346457,0,4,4
1112.b3.txt,0.4227467811158798,0.23605150214592274,0.21888412017167383,0.1223175965665236,0,0,11
1508.b3.txt,0.45544554455445546,0.25742574257425743,0.19377652050919378,0.09335219236209336,0,1,24
1520.b3.txt,0.4245901639344262,0.28032786885245903,0.1918032786885246,0.10327868852459017,0,1,66
1532.b3.txt,0.4642857142857143,0.24175824175824176,0.18956043956043955,0.1043956043956044,0,4,24
1533.b3.txt,0.4684385382059801,0.24473975636766335,0.1937984496124031,0.09302325581395349,0,0,23
1534.b3.txt,0.4247191011235955,0.20786516853932585,0.24269662921348314,0.12471910112359551,0,0,9
1536.b3.txt,0.4906204906204906,0.20057720057720058,0.18326118326118326,0.12554112554112554,0,4,7
2018.b3.txt,0.4723926380368098,0.2714723926380368,0.17791411042944785,0.07822085889570553,0,0,14
2034.b3.txt,0.3988183161004431,0.3205317577548006,0.16986706056129985,0.11078286558345643,0,0,16
