Filename,Relative Frequency of NOUN,Relative Freqency of VERB,Relative Freqency of ADJ,Relative Freqency of ADV,Unique PER,Unique LOC,Unique ORG
0100.a1.txt,0.3745704467353952,0.29896907216494845,0.1958762886597938,0.13058419243986255,0,0,0
0101.a1.txt,0.30392156862745096,0.3235294117647059,0.15359477124183007,0.21895424836601307,0,0,0
0102.a1.txt,0.3862928348909657,0.3115264797507788,0.17757009345794392,0.12461059190031153,0,0,0
0103.a1.txt,0.3018292682926829,0.375,0.16463414634146342,0.15853658536585366,0,0,1
0104.a1.txt,0.35081967213114756,0.3180327868852459,0.15081967213114755,0.18032786885245902,0,1,2
0105.a1.txt,0.31962025316455694,0.3575949367088608,0.15822784810126583,0.16455696202531644,0,0,2
0106.a1.txt,0.33875338753387535,0.2845528455284553,0.1842818428184282,0.19241192411924118,0,0,0
0107.a1.txt,0.2909698996655518,0.34782608695652173,0.2140468227424749,0.14715719063545152,0,0,0
0108.a1.txt,0.34172661870503596,0.36330935251798563,0.1223021582733813,0.17266187050359713,0,0,0
0109.a1.txt,0.3208092485549133,0.3352601156069364,0.17630057803468208,0.1676300578034682,0,0,0
0110.a1.txt,0.33136094674556216,0.3224852071005917,0.19230769230769232,0.15384615384615385,0,0,0
0111.a1.txt,0.33827893175074186,0.3264094955489614,0.1661721068249258,0.16913946587537093,0,0,1
0112.a1.txt,0.3235294117647059,0.31470588235294117,0.19411764705882353,0.1676470588235294,0,0,1
0113.a1.txt,0.3167259786476868,0.30071174377224197,0.17259786476868327,0.2099644128113879,0,0,2
0114.a1.txt,0.2809667673716012,0.3595166163141994,0.14501510574018128,0.21450151057401812,0,0,0
0115.a1.txt,0.3322784810126582,0.27848101265822783,0.1962025316455696,0.1930379746835443,0,0,1
0116.a1.txt,0.314878892733564,0.3356401384083045,0.14878892733564014,0.20069204152249134,0,0,0
0118.a1.txt,0.3333333333333333,0.3367003367003367,0.16161616161616163,0.16835016835016836,0,0,1
0119.a1.txt,0.3042168674698795,0.3313253012048193,0.1897590361445783,0.1746987951807229,0,0,0
0120.a1.txt,0.30303030303030304,0.34545454545454546,0.15757575757575756,0.19393939393939394,0,0,0
0121.a1.txt,0.33906633906633904,0.33415233415233414,0.171990171990172,0.1547911547911548,0,0,3
0122.a1.txt,0.3561253561253561,0.32193732193732194,0.15954415954415954,0.1623931623931624,0,0,1
0123.a1.txt,0.31309904153354634,0.34185303514376997,0.1501597444089457,0.19488817891373802,0,0,0
0124.a1.txt,0.40437158469945356,0.2650273224043716,0.1830601092896175,0.14754098360655737,0,3,3
0125.a1.txt,0.41823056300268097,0.2546916890080429,0.19302949061662197,0.13404825737265416,0,1,0
0127.a1.txt,0.2828282828282828,0.35353535353535354,0.15151515151515152,0.21212121212121213,0,0,0
0128.a1.txt,0.3446153846153846,0.3076923076923077,0.16307692307692306,0.18461538461538463,0,0,0
0130.a1.txt,0.34276729559748426,0.27672955974842767,0.2138364779874214,0.16666666666666666,0,0,1
0131.a1.txt,0.3312302839116719,0.35646687697160884,0.1892744479495268,0.12302839116719243,0,0,0
0133.a1.txt,0.28703703703703703,0.3549382716049383,0.14506172839506173,0.21296296296296297,0,0,0
0134.a1.txt,0.3018867924528302,0.2776280323450135,0.16172506738544473,0.2587601078167116,0,0,0
0135.a1.txt,0.39285714285714285,0.22857142857142856,0.21428571428571427,0.16428571428571428,0,0,4
0136.a1.txt,0.3815028901734104,0.3092485549132948,0.1416184971098266,0.1676300578034682,0,1,0
0137.a1.txt,0.27639751552795033,0.30745341614906835,0.20496894409937888,0.2111801242236025,0,0,2
0138.a1.txt,0.3323442136498516,0.3086053412462908,0.18397626112759644,0.17507418397626112,0,0,0
0139.a1.txt,0.2786885245901639,0.4065573770491803,0.1377049180327869,0.17704918032786884,0,0,0
0140.a1.txt,0.3575,0.3225,0.195,0.125,0,0,0
0142.a1.txt,0.3952702702702703,0.3277027027027027,0.19256756756756757,0.08445945945945946,0,0,3
0143.a1.txt,0.3504531722054381,0.31419939577039274,0.16314199395770393,0.17220543806646527,0,0,1
0144.a1.txt,0.292358803986711,0.32558139534883723,0.1760797342192691,0.2059800664451827,0,0,3
0145.a1.txt,0.382183908045977,0.28160919540229884,0.16091954022988506,0.1752873563218391,0,0,0
0146.a1.txt,0.2983606557377049,0.39344262295081966,0.14426229508196722,0.16393442622950818,0,0,0
0148.a1.txt,0.32919254658385094,0.2857142857142857,0.21739130434782608,0.16770186335403728,0,0,0
