Filename,Relative Frequency of NOUN,Relative Freqency of VERB,Relative Freqency of ADJ,Relative Freqency of ADV,Unique PER,Unique LOC,Unique ORG
0103.b1.txt,0.4794871794871795,0.23846153846153847,0.22564102564102564,0.05641025641025641,0,0,3
0105.b1.txt,0.4397590361445783,0.22590361445783133,0.14759036144578314,0.18674698795180722,0,0,1
0122.b1.txt,0.4619289340101523,0.2614213197969543,0.1649746192893401,0.1116751269035533,0,0,0
0134.b1.txt,0.44611528822055135,0.22556390977443608,0.18045112781954886,0.14786967418546365,0,0,0
0139.b1.txt,0.43882978723404253,0.28191489361702127,0.17287234042553193,0.10638297872340426,0,0,0
0140.b1.txt,0.48476454293628807,0.2299168975069252,0.1634349030470914,0.12188365650969529,0,0,0
0165.b1.txt,0.4867021276595745,0.23138297872340424,0.13829787234042554,0.14361702127659576,0,0,0
0171.b1.txt,0.48348348348348347,0.23423423423423423,0.14714714714714713,0.13513513513513514,0,0,0
0200.b1.txt,0.45268542199488493,0.21739130434782608,0.16112531969309463,0.16879795396419436,0,1,3
0300.b1.txt,0.385,0.2125,0.27,0.1325,0,0,3
0304.b1.txt,0.3978494623655914,0.2939068100358423,0.16845878136200718,0.13978494623655913,0,0,0
0307.b1.txt,0.5297450424929179,0.21813031161473087,0.17847025495750707,0.07365439093484419,0,0,3
0308.b1.txt,0.42105263157894735,0.21473684210526317,0.20421052631578948,0.16,0,0,0
0310.b1.txt,0.4679144385026738,0.22192513368983957,0.16310160427807488,0.14705882352941177,0,0,4
0313.b1.txt,0.4114583333333333,0.2552083333333333,0.15625,0.17708333333333334,0,0,1
1003.b1.txt,0.465,0.215,0.2175,0.1025,0,0,6
1006.b1.txt,0.46648793565683644,0.21983914209115282,0.19302949061662197,0.12064343163538874,0,2,8
1006.b1i.txt,0.46648793565683644,0.21983914209115282,0.19302949061662197,0.12064343163538874,0,2,8
1012.b1.txt,0.49714285714285716,0.22,0.19142857142857142,0.09142857142857143,0,0,0
1021.b1.txt,0.4206128133704735,0.22284122562674094,0.21727019498607242,0.1392757660167131,0,0,3
1023.b1.txt,0.39622641509433965,0.18867924528301888,0.23820754716981132,0.17688679245283018,0,0,5
1057.b1.txt,0.3916849015317287,0.2778993435448578,0.17286652078774617,0.1575492341356674,0,1,0
1066.b1.txt,0.41475826972010177,0.22137404580152673,0.2340966921119593,0.1297709923664122,0,0,3
