Filename,Relative Frequency of NOUN,Relative Freqency of VERB,Relative Freqency of ADJ,Relative Freqency of ADV,Unique PER,Unique LOC,Unique ORG
0103.b4.txt,0.3793103448275862,0.3232758620689655,0.16810344827586207,0.12931034482758622,0,0,4
0105.b4.txt,0.35074626865671643,0.3383084577114428,0.1517412935323383,0.15920398009950248,0,0,5
0107.b4.txt,0.4581818181818182,0.3145454545454546,0.16545454545454547,0.06181818181818182,0,0,6
0139.b4.txt,0.44509803921568625,0.3137254901960784,0.15098039215686274,0.09019607843137255,0,0,11
0140.b4.txt,0.3681462140992167,0.3577023498694517,0.12532637075718014,0.14882506527415143,0,0,10
0158.b4.txt,0.3673469387755102,0.3209647495361781,0.1614100185528757,0.150278293135436,0,0,1
0165.b4.txt,0.3932291666666667,0.3359375,0.14583333333333334,0.125,0,0,10
0178.b4.txt,0.3929679420889349,0.2792140641158221,0.16752843846949328,0.16028955532574973,0,0,0
0200.b4.txt,0.3403441682600382,0.26577437858508607,0.1950286806883365,0.1988527724665392,0,0,4
0219.b4.txt,0.45706371191135736,0.2742382271468144,0.1440443213296399,0.12465373961218837,0,0,3
0300.b4.txt,0.4543269230769231,0.31971153846153844,0.12980769230769232,0.09615384615384616,0,0,13
0308.b4.txt,0.3882063882063882,0.2972972972972973,0.15233415233415235,0.16216216216216217,0,0,1
0310.b4.txt,0.4125,0.3,0.1796875,0.1078125,0,0,4
0318.b4.txt,0.4578313253012048,0.3057228915662651,0.12198795180722892,0.1144578313253012,0,0,7
1003.b4.txt,0.45866141732283466,0.33661417322834647,0.1437007874015748,0.0610236220472441,0,0,3
1021.b4.txt,0.410958904109589,0.3242009132420091,0.14383561643835616,0.12100456621004566,0,0,11
1023.b4.txt,0.32996632996632996,0.24915824915824916,0.21212121212121213,0.20875420875420875,0,0,12
1057.b4.txt,0.42344045368620037,0.33459357277882795,0.13799621928166353,0.10396975425330812,0,0,4
1069.b4.txt,0.34,0.31777777777777777,0.1511111111111111,0.19111111111111112,0,0,7
1097.b4.txt,0.41208791208791207,0.3021978021978022,0.15567765567765568,0.13003663003663005,0,0,9
1100.b4.txt,0.45118733509234826,0.316622691292876,0.1424802110817942,0.08970976253298153,0,0,5
1112.b4.txt,0.3929236499068901,0.3538175046554935,0.1303538175046555,0.12290502793296089,0,0,11
1508.b4.txt,0.40503432494279173,0.34324942791762014,0.15331807780320367,0.09839816933638444,0,0,8
1520.b4.txt,0.3950381679389313,0.29961832061068705,0.17938931297709923,0.12595419847328243,0,0,4
1528.b4.txt,0.38733705772811916,0.31843575418994413,0.14711359404096835,0.14711359404096835,0,0,11
1532.b4.txt,0.36666666666666664,0.35333333333333333,0.12,0.16,0,0,10
2018.b4.txt,0.36803874092009686,0.4019370460048426,0.12106537530266344,0.1089588377723971,0,0,8
2030.b4.txt,0.38716356107660455,0.34368530020703936,0.14492753623188406,0.12422360248447205,0,0,9
2034.b4.txt,0.41371158392434987,0.27423167848699764,0.19858156028368795,0.11347517730496454,0,0,14
