Filename,Relative Frequency of NOUN,Relative Freqency of VERB,Relative Freqency of ADJ,Relative Freqency of ADV,Unique PER,Unique LOC,Unique ORG
0106.b7.txt,0.4033018867924528,0.28773584905660377,0.19103773584905662,0.1179245283018868,0,1,0
0107.b7.txt,0.3805774278215223,0.25196850393700787,0.24146981627296588,0.12598425196850394,0,1,11
0137.b7.txt,0.49765258215962443,0.22769953051643194,0.19248826291079812,0.08215962441314555,0,2,2
0151.b7.txt,0.4434782608695652,0.2463768115942029,0.20869565217391303,0.10144927536231885,0,0,2
0157.b7.txt,0.32047477744807124,0.3086053412462908,0.22255192878338279,0.14836795252225518,0,1,2
0158.b7.txt,0.42779291553133514,0.28610354223433243,0.17166212534059946,0.11444141689373297,0,1,0
0178.b7.txt,0.4241379310344828,0.2189655172413793,0.20344827586206896,0.15344827586206897,0,0,6
0185.b7.txt,0.4114942528735632,0.2620689655172414,0.18620689655172415,0.14022988505747128,0,0,0
0186.b7.txt,0.4090909090909091,0.26136363636363635,0.17613636363636365,0.1534090909090909,0,0,1
0198.b7.txt,0.4583333333333333,0.24444444444444444,0.18333333333333332,0.11388888888888889,0,0,2
0219.b7.txt,0.4460431654676259,0.21342925659472423,0.2158273381294964,0.12470023980815348,0,1,0
0223.b7.txt,0.4573643410852713,0.24031007751937986,0.19896640826873385,0.10335917312661498,0,0,1
0224.b7.txt,0.478125,0.234375,0.215625,0.071875,0,2,1
0238.b7.txt,0.4072164948453608,0.2860824742268041,0.17268041237113402,0.13402061855670103,0,0,2
0318.b7.txt,0.4801223241590214,0.21100917431192662,0.18960244648318042,0.11926605504587157,0,0,0
