Filename,Relative Frequency of NOUN,Relative Freqency of VERB,Relative Freqency of ADJ,Relative Freqency of ADV,Unique PER,Unique LOC,Unique ORG
0101.a3.txt,0.46419098143236076,0.2572944297082228,0.1724137931034483,0.10610079575596817,0,0,2
0102.a3.txt,0.4743202416918429,0.28700906344410876,0.1419939577039275,0.09667673716012085,0,0,0
0103.a3.txt,0.4472843450479233,0.19488817891373802,0.23003194888178913,0.12779552715654952,0,0,2
0104.a3.txt,0.42207792207792205,0.2824675324675325,0.1590909090909091,0.13636363636363635,0,0,0
0105.a3.txt,0.3760932944606414,0.29737609329446063,0.1457725947521866,0.18075801749271136,0,0,2
0106.a3.txt,0.4876712328767123,0.21095890410958903,0.16986301369863013,0.13150684931506848,0,0,0
0107.a3.txt,0.4849315068493151,0.22465753424657534,0.1863013698630137,0.10410958904109589,0,0,0
0109.a3.txt,0.47468354430379744,0.31329113924050633,0.11075949367088607,0.10126582278481013,0,0,0
0110.a3.txt,0.4535211267605634,0.28169014084507044,0.15211267605633802,0.11267605633802817,0,0,0
0111.a3.txt,0.48026315789473684,0.2894736842105263,0.13157894736842105,0.09868421052631579,0,0,2
0112.a3.txt,0.4588859416445623,0.23607427055702918,0.16180371352785147,0.14323607427055704,0,0,0
0115.a3.txt,0.4657534246575342,0.2465753424657534,0.13972602739726028,0.14794520547945206,0,0,0
0118.a3.txt,0.5214723926380368,0.22699386503067484,0.18098159509202455,0.0705521472392638,0,0,1
0119.a3.txt,0.4777777777777778,0.25,0.16666666666666666,0.10555555555555556,0,0,1
0120.a3.txt,0.45794392523364486,0.22118380062305296,0.20249221183800623,0.11838006230529595,0,0,0
0121.a3.txt,0.47651006711409394,0.25838926174496646,0.12080536912751678,0.14429530201342283,0,0,0
0122.a3.txt,0.514745308310992,0.2386058981233244,0.14745308310991956,0.09919571045576407,0,0,1
0125.a3.txt,0.4626038781163435,0.20498614958448755,0.22714681440443213,0.10526315789473684,0,0,2
0127.a3.txt,0.4523809523809524,0.24149659863945577,0.17687074829931973,0.1292517006802721,0,0,1
0128.a3.txt,0.46226415094339623,0.2672955974842767,0.11949685534591195,0.1509433962264151,0,0,2
0130.a3.txt,0.39766081871345027,0.24853801169590642,0.17251461988304093,0.18128654970760233,0,0,0
0131.a3.txt,0.4644808743169399,0.22950819672131148,0.15300546448087432,0.15300546448087432,0,0,0
0133.a3.txt,0.45478036175710596,0.24806201550387597,0.1343669250645995,0.16279069767441862,0,0,2
0134.a3.txt,0.44675324675324674,0.21038961038961038,0.21558441558441557,0.12727272727272726,0,0,0
0135.a3.txt,0.47720364741641336,0.2674772036474164,0.15501519756838905,0.10030395136778116,0,0,0
0136.a3.txt,0.46756756756756757,0.28378378378378377,0.14594594594594595,0.10270270270270271,0,0,0
0137.a3.txt,0.45609065155807366,0.2096317280453258,0.1813031161473088,0.1529745042492918,0,0,0
0138.a3.txt,0.476027397260274,0.2945205479452055,0.14726027397260275,0.0821917808219178,0,0,0
0139.a3.txt,0.46060606060606063,0.3090909090909091,0.15151515151515152,0.07878787878787878,0,0,0
0142.a3.txt,0.4691358024691358,0.25102880658436216,0.2139917695473251,0.06584362139917696,0,0,0
0143.a3.txt,0.5338983050847458,0.22598870056497175,0.1440677966101695,0.096045197740113,0,0,0
0146.a3.txt,0.3761194029850746,0.34626865671641793,0.14925373134328357,0.12835820895522387,0,0,0
0149.a3.txt,0.4715447154471545,0.25853658536585367,0.12845528455284552,0.14146341463414633,0,0,0
0155.a3.txt,0.449468085106383,0.2553191489361702,0.18351063829787234,0.11170212765957446,0,0,1
0156.a3.txt,0.47878787878787876,0.2818181818181818,0.1393939393939394,0.1,0,0,0
0157.a3.txt,0.3801916932907348,0.31629392971246006,0.15654952076677317,0.14696485623003194,0,0,0
0158.a3.txt,0.4212218649517685,0.2829581993569132,0.18006430868167203,0.1157556270096463,0,0,0
0159.a3.txt,0.49175824175824173,0.25,0.12087912087912088,0.13736263736263737,0,0,5
0161.a3.txt,0.4824561403508772,0.21637426900584794,0.19005847953216373,0.1111111111111111,0,0,0
0162.a3.txt,0.5402298850574713,0.20114942528735633,0.16379310344827586,0.09482758620689655,0,0,0
0163.a3.txt,0.4326647564469914,0.24355300859598855,0.17191977077363896,0.1518624641833811,0,0,2
0165.a3.txt,0.430939226519337,0.3011049723756906,0.15193370165745856,0.11602209944751381,0,0,1
0168.a3.txt,0.41479099678456594,0.2990353697749196,0.16720257234726688,0.1189710610932476,0,0,2
0169.a3.txt,0.5070422535211268,0.24507042253521127,0.14366197183098592,0.10422535211267606,0,0,7
0171.a3.txt,0.4217171717171717,0.30303030303030304,0.14646464646464646,0.12878787878787878,0,0,0
0172.a3.txt,0.477088948787062,0.24797843665768193,0.1752021563342318,0.09973045822102426,0,0,0
0173.a3.txt,0.4857142857142857,0.273015873015873,0.12380952380952381,0.11746031746031746,0,0,1
0174.a3.txt,0.42168674698795183,0.23493975903614459,0.2469879518072289,0.0963855421686747,0,0,1
0175.a3.txt,0.47318611987381703,0.29337539432176657,0.138801261829653,0.0946372239747634,0,0,0
0176.a3.txt,0.5191740412979351,0.25958702064896755,0.12094395280235988,0.10029498525073746,0,0,0
0177.a3.txt,0.43455497382198954,0.24083769633507854,0.16230366492146597,0.16230366492146597,0,0,0
0178.a3.txt,0.4631336405529954,0.22350230414746544,0.17511520737327188,0.1382488479262673,0,0,1
0179.a3.txt,0.5108108108108108,0.2648648648648649,0.13243243243243244,0.0918918918918919,0,0,2
0182.a3.txt,0.46842105263157896,0.25263157894736843,0.14473684210526316,0.13421052631578947,0,0,2
0185.a3.txt,0.46944444444444444,0.26666666666666666,0.14722222222222223,0.11666666666666667,0,0,2
0186.a3.txt,0.42613636363636365,0.23011363636363635,0.17897727272727273,0.16477272727272727,0,0,0
0187.a3.txt,0.4148606811145511,0.25077399380804954,0.21671826625386997,0.11764705882352941,0,0,1
0188.a3.txt,0.40718562874251496,0.2844311377245509,0.17964071856287425,0.12874251497005987,0,0,0
0189.a3.txt,0.46220302375809935,0.2786177105831533,0.13606911447084233,0.12311015118790497,0,0,0
